date,plot_id,greenhouse_id,farm_id,input_type,quantity,unit_cost,total_cost,reason,purpose,is_precision_action
2025-04-17,P0100,GH001,F02,Fertilizer,17.9959029,1.95,35.09,Routine,Response to alert,1
2025-04-17,P0100,GH001,F02,Pesticide,2.934549169,14,41.08,Growth phase,Response to alert,1
2025-04-17,P0100,GH001,F02,Water,587.9398859,0.0025,1.47,Routine,Routine,0
2025-04-17,P0100,GH001,F02,Labor,1.424349033,28,39.88,Pest response,Routine,0
2025-04-17,P0100,GH001,F02,Energy,30.03330898,0.19,5.71,Routine,Routine,0
2025-04-23,P0100,GH001,F02,Fertilizer,32.64057747,1.95,63.65,Growth phase,Response to alert,1
2025-04-23,P0100,GH001,F02,Pesticide,2.018907756,14,28.26,Irrigation adjustment,Response to alert,1
2025-04-23,P0100,GH001,F02,Water,490.7366563,0.0025,1.23,Pest response,Routine,0
2025-04-23,P0100,GH001,F02,Energy,33.18556762,0.19,6.31,Pest response,Routine,0
2025-05-07,P0100,GH001,F02,Fertilizer,29.92126295,1.95,58.35,Shock response,Response to alert,1
2025-05-07,P0100,GH001,F02,Pesticide,3.047814851,14,42.67,Growth phase,Routine,0
2025-05-07,P0100,GH001,F02,Water,551.6832686,0.0025,1.38,Pest response,Routine,0
2025-05-25,P0100,GH001,F02,Fertilizer,20.79123452,1.95,40.54,Pest response,Routine,0
2025-05-25,P0100,GH001,F02,Labor,1.113258459,28,31.17,Pest response,Routine,0
2025-06-28,P0100,GH001,F02,Fertilizer,20.0114825,1.95,39.02,Pest response,Routine,0
2025-06-28,P0100,GH001,F02,Pesticide,1.659829855,14,23.24,Irrigation adjustment,Response to alert,1
2025-06-28,P0100,GH001,F02,Water,641.8110097,0.0025,1.6,Growth phase,Routine,0
2025-06-28,P0100,GH001,F02,Labor,1.87434343,28,52.48,Irrigation adjustment,Routine,0
2025-06-28,P0100,GH001,F02,Energy,31.73932624,0.19,6.03,Routine,Routine,0
2025-06-29,P0100,GH001,F02,Water,578.3065451,0.0025,1.45,Irrigation adjustment,Routine,0
2025-07-24,P0100,GH001,F02,Fertilizer,15.65115005,1.95,30.52,Routine,Response to alert,1
2025-07-24,P0100,GH001,F02,Pesticide,2.05078103,14,28.71,Routine,Response to alert,1
2025-07-24,P0100,GH001,F02,Water,665.9401486,0.0025,1.66,Growth phase,Routine,0
2025-07-24,P0100,GH001,F02,Labor,1.87980907,28,52.63,Irrigation adjustment,Routine,0
2025-07-24,P0100,GH001,F02,Energy,40.99600636,0.19,7.79,Pest response,Routine,0
2025-08-22,P0100,GH001,F02,Fertilizer,18.81447273,1.95,36.69,Shock response,Routine,0
2025-08-22,P0100,GH001,F02,Pesticide,1.63552847,14,22.9,Routine,Response to alert,1
2025-08-22,P0100,GH001,F02,Water,513.4209004,0.0025,1.28,Growth phase,Routine,0
2025-02-26,P0101,GH019,F08,Fertilizer,14.92419233,1.95,29.1,Routine,Routine,0
2025-02-26,P0101,GH019,F08,Pesticide,1.25702699,14,17.6,Routine,Response to alert,1
2025-02-26,P0101,GH019,F08,Water,574.5124258,0.0025,1.44,Shock response,Routine,0
2025-02-26,P0101,GH019,F08,Labor,2.174180988,28,60.88,Shock response,Routine,0
2025-03-06,P0101,GH019,F08,Fertilizer,12.71978328,1.95,24.8,Pest response,Response to alert,1
2025-03-06,P0101,GH019,F08,Pesticide,1.346381789,14,18.85,Pest response,Routine,0
2025-03-06,P0101,GH019,F08,Water,854.6575059,0.0025,2.14,Growth phase,Routine,0
2025-03-06,P0101,GH019,F08,Labor,1.143548129,28,32.02,Pest response,Routine,0
2025-03-08,P0101,GH019,F08,Fertilizer,14.72633365,1.95,28.72,Routine,Response to alert,1
2025-03-08,P0101,GH019,F08,Pesticide,1.757750938,14,24.61,Routine,Routine,0
2025-03-08,P0101,GH019,F08,Water,516.9258696,0.0025,1.29,Shock response,Routine,0
2025-03-08,P0101,GH019,F08,Labor,2.331088362,28,65.27,Shock response,Routine,0
2025-03-24,P0101,GH019,F08,Fertilizer,25.19715492,1.95,49.13,Shock response,Routine,0
2025-03-24,P0101,GH019,F08,Water,415.9045134,0.0025,1.04,Pest response,Routine,0
2025-03-24,P0101,GH019,F08,Labor,1.910635642,28,53.5,Routine,Routine,0
2025-03-24,P0101,GH019,F08,Energy,25.2701601,0.19,4.8,Irrigation adjustment,Routine,0
2025-04-08,P0101,GH019,F08,Pesticide,2.768661376,14,38.76,Pest response,Response to alert,1
2025-04-08,P0101,GH019,F08,Water,506.3427508,0.0025,1.27,Routine,Routine,0
2025-04-12,P0101,GH019,F08,Fertilizer,19.69226879,1.95,38.4,Routine,Response to alert,1
2025-04-12,P0101,GH019,F08,Pesticide,1.819405538,14,25.47,Growth phase,Routine,0
2025-04-12,P0101,GH019,F08,Water,558.2343385,0.0025,1.4,Pest response,Routine,0
2025-04-12,P0101,GH019,F08,Labor,2.199314468,28,61.58,Shock response,Routine,0
2025-04-12,P0101,GH019,F08,Energy,48.52675724,0.19,9.22,Shock response,Routine,0
2025-05-08,P0101,GH019,F08,Fertilizer,7.04561841,1.95,13.74,Pest response,Routine,0
2025-05-08,P0101,GH019,F08,Water,421.3929881,0.0025,1.05,Irrigation adjustment,Routine,0
2025-05-08,P0101,GH019,F08,Labor,1.863917888,28,52.19,Shock response,Routine,0
2025-05-08,P0101,GH019,F08,Energy,21.36186303,0.19,4.06,Shock response,Routine,0
2025-06-08,P0101,GH019,F08,Fertilizer,20.78185429,1.95,40.52,Routine,Routine,0
2025-06-08,P0101,GH019,F08,Pesticide,1.800633245,14,25.21,Pest response,Response to alert,1
2025-06-08,P0101,GH019,F08,Water,487.1721889,0.0025,1.22,Shock response,Routine,0
2025-06-08,P0101,GH019,F08,Labor,1.782941385,28,49.92,Growth phase,Routine,0
2025-06-08,P0101,GH019,F08,Energy,35.17805359,0.19,6.68,Routine,Routine,0
2025-06-11,P0101,GH019,F08,Fertilizer,20.93289369,1.95,40.82,Pest response,Response to alert,1
2025-06-11,P0101,GH019,F08,Pesticide,2.32474276,14,32.55,Growth phase,Routine,0
2025-06-11,P0101,GH019,F08,Water,576.0934112,0.0025,1.44,Shock response,Routine,0
2025-06-11,P0101,GH019,F08,Energy,24.81437982,0.19,4.71,Pest response,Routine,0
2025-06-22,P0101,GH019,F08,Fertilizer,22.70517647,1.95,44.28,Irrigation adjustment,Routine,0
2025-06-22,P0101,GH019,F08,Pesticide,1.83995313,14,25.76,Irrigation adjustment,Routine,0
2025-06-22,P0101,GH019,F08,Water,573.8639339,0.0025,1.43,Shock response,Routine,0
2025-06-22,P0101,GH019,F08,Labor,2.053659039,28,57.5,Growth phase,Routine,0
2025-06-22,P0101,GH019,F08,Energy,33.41405019,0.19,6.35,Growth phase,Routine,0
2025-07-12,P0101,GH019,F08,Fertilizer,15.02637908,1.95,29.3,Pest response,Routine,0
2025-07-12,P0101,GH019,F08,Pesticide,1.627639481,14,22.79,Shock response,Routine,0
2025-07-12,P0101,GH019,F08,Water,487.6540184,0.0025,1.22,Irrigation adjustment,Routine,0
2025-07-12,P0101,GH019,F08,Energy,22.97292103,0.19,4.36,Irrigation adjustment,Routine,0
2025-08-07,P0101,GH019,F08,Fertilizer,11.71629024,1.95,22.85,Irrigation adjustment,Response to alert,1
2025-08-07,P0101,GH019,F08,Pesticide,2.641989883,14,36.99,Pest response,Response to alert,1
2025-08-07,P0101,GH019,F08,Water,765.8450161,0.0025,1.91,Pest response,Routine,0
2025-08-07,P0101,GH019,F08,Energy,31.13762187,0.19,5.92,Irrigation adjustment,Routine,0
2025-08-17,P0101,GH019,F08,Pesticide,2.324969416,14,32.55,Growth phase,Routine,0
2025-08-17,P0101,GH019,F08,Water,658.9897088,0.0025,1.65,Irrigation adjustment,Routine,0
2025-08-17,P0101,GH019,F08,Labor,1.982441507,28,55.51,Pest response,Routine,0
2025-08-17,P0101,GH019,F08,Energy,35.48512542,0.19,6.74,Pest response,Routine,0
2025-03-08,P0102,GH002,F01,Fertilizer,11.41231017,1.95,22.25,Routine,Response to alert,1
2025-03-08,P0102,GH002,F01,Pesticide,2.874484671,14,40.24,Pest response,Routine,0
2025-03-08,P0102,GH002,F01,Water,452.5719352,0.0025,1.13,Growth phase,Routine,0
2025-03-08,P0102,GH002,F01,Labor,2.779525306,28,77.83,Shock response,Routine,0
2025-03-14,P0102,GH002,F01,Fertilizer,6.51268333,1.95,12.7,Pest response,Response to alert,1
2025-03-14,P0102,GH002,F01,Pesticide,1.513082513,14,21.18,Irrigation adjustment,Response to alert,1
2025-03-14,P0102,GH002,F01,Water,624.8494353,0.0025,1.56,Growth phase,Routine,0
2025-03-14,P0102,GH002,F01,Labor,1.272339105,28,35.63,Routine,Routine,0
2025-03-27,P0102,GH002,F01,Fertilizer,13.29266933,1.95,25.92,Growth phase,Routine,0
2025-03-27,P0102,GH002,F01,Pesticide,1.96946087,14,27.57,Shock response,Response to alert,1
2025-03-27,P0102,GH002,F01,Water,521.7072642,0.0025,1.3,Shock response,Routine,0
2025-03-27,P0102,GH002,F01,Labor,0.462767136,28,12.96,Shock response,Routine,0
2025-04-17,P0102,GH002,F01,Fertilizer,12.81091022,1.95,24.98,Irrigation adjustment,Routine,0
2025-04-17,P0102,GH002,F01,Water,433.6176518,0.0025,1.08,Growth phase,Routine,0
2025-04-17,P0102,GH002,F01,Labor,0.883724936,28,24.74,Irrigation adjustment,Routine,0
2025-05-30,P0102,GH002,F01,Fertilizer,8.824124107,1.95,17.21,Shock response,Response to alert,1
2025-05-30,P0102,GH002,F01,Pesticide,1.95672184,14,27.39,Routine,Response to alert,1
2025-05-30,P0102,GH002,F01,Water,576.7642299,0.0025,1.44,Shock response,Routine,0
2025-05-30,P0102,GH002,F01,Labor,0.1,28,2.8,Growth phase,Routine,0
2025-05-30,P0102,GH002,F01,Energy,21.74692654,0.19,4.13,Routine,Routine,0
2025-06-05,P0102,GH002,F01,Fertilizer,8.083274913,1.95,15.76,Routine,Response to alert,1
2025-06-05,P0102,GH002,F01,Water,628.4907271,0.0025,1.57,Shock response,Routine,0
2025-06-05,P0102,GH002,F01,Labor,2.337481469,28,65.45,Irrigation adjustment,Routine,0
2025-06-20,P0102,GH002,F01,Fertilizer,12.5470579,1.95,24.47,Shock response,Response to alert,1
2025-06-20,P0102,GH002,F01,Pesticide,1.663567123,14,23.29,Irrigation adjustment,Routine,0
2025-06-20,P0102,GH002,F01,Water,734.5075038,0.0025,1.84,Shock response,Routine,0
2025-06-20,P0102,GH002,F01,Labor,2.06283484,28,57.76,Irrigation adjustment,Routine,0
2025-06-20,P0102,GH002,F01,Energy,36.16333636,0.19,6.87,Growth phase,Routine,0
2025-06-27,P0102,GH002,F01,Fertilizer,16.23427307,1.95,31.66,Irrigation adjustment,Response to alert,1
2025-06-27,P0102,GH002,F01,Water,599.6118987,0.0025,1.5,Growth phase,Routine,0
2025-06-27,P0102,GH002,F01,Labor,1.17852217,28,33,Pest response,Routine,0
2025-08-15,P0102,GH002,F01,Fertilizer,12.11938238,1.95,23.63,Growth phase,Routine,0
2025-08-15,P0102,GH002,F01,Pesticide,1.548619143,14,21.68,Routine,Response to alert,1
2025-08-15,P0102,GH002,F01,Water,541.3860651,0.0025,1.35,Pest response,Routine,0
2025-08-15,P0102,GH002,F01,Labor,1.841038369,28,51.55,Irrigation adjustment,Routine,0
2025-08-15,P0102,GH002,F01,Energy,31.50602301,0.19,5.99,Irrigation adjustment,Routine,0
2025-02-25,P0103,GH007,F04,Fertilizer,8.878994578,1.95,17.31,Shock response,Routine,0
2025-02-25,P0103,GH007,F04,Water,658.1498918,0.0025,1.65,Pest response,Routine,0
2025-02-25,P0103,GH007,F04,Labor,2.252404132,28,63.07,Pest response,Routine,0
2025-02-25,P0103,GH007,F04,Energy,35.07441741,0.19,6.66,Routine,Routine,0
2025-03-06,P0103,GH007,F04,Pesticide,1.37906111,14,19.31,Irrigation adjustment,Response to alert,1
2025-03-06,P0103,GH007,F04,Water,706.5587826,0.0025,1.77,Routine,Routine,0
2025-03-06,P0103,GH007,F04,Energy,32.30728287,0.19,6.14,Routine,Routine,0
2025-04-09,P0103,GH007,F04,Fertilizer,12.62678198,1.95,24.62,Shock response,Response to alert,1
2025-04-09,P0103,GH007,F04,Pesticide,2.168209848,14,30.35,Shock response,Routine,0
2025-04-09,P0103,GH007,F04,Water,800.9258442,0.0025,2,Routine,Routine,0
2025-04-09,P0103,GH007,F04,Labor,0.67587106,28,18.92,Pest response,Routine,0
2025-04-25,P0103,GH007,F04,Water,663.5073857,0.0025,1.66,Shock response,Routine,0
2025-04-25,P0103,GH007,F04,Labor,1.371856435,28,38.41,Routine,Routine,0
2025-05-12,P0103,GH007,F04,Fertilizer,27.10654869,1.95,52.86,Pest response,Response to alert,1
2025-05-12,P0103,GH007,F04,Water,679.7002113,0.0025,1.7,Pest response,Routine,0
2025-05-12,P0103,GH007,F04,Energy,32.28584354,0.19,6.13,Pest response,Routine,0
2025-05-27,P0103,GH007,F04,Fertilizer,26.26484368,1.95,51.22,Irrigation adjustment,Routine,0
2025-05-27,P0103,GH007,F04,Water,548.7001164,0.0025,1.37,Shock response,Routine,0
2025-05-27,P0103,GH007,F04,Labor,1.1225918,28,31.43,Growth phase,Routine,0
2025-05-27,P0103,GH007,F04,Energy,39.05098841,0.19,7.42,Pest response,Routine,0
2025-06-22,P0103,GH007,F04,Fertilizer,14.53999262,1.95,28.35,Pest response,Response to alert,1
2025-06-22,P0103,GH007,F04,Pesticide,1.170011932,14,16.38,Pest response,Routine,0
2025-06-22,P0103,GH007,F04,Water,522.3541258,0.0025,1.31,Routine,Routine,0
2025-06-22,P0103,GH007,F04,Labor,1.438632255,28,40.28,Shock response,Routine,0
2025-06-22,P0103,GH007,F04,Energy,36.79053189,0.19,6.99,Growth phase,Routine,0
2025-07-26,P0103,GH007,F04,Fertilizer,21.7862398,1.95,42.48,Shock response,Routine,0
2025-07-26,P0103,GH007,F04,Pesticide,3.120072381,14,43.68,Pest response,Response to alert,1
2025-07-26,P0103,GH007,F04,Water,556.4592193,0.0025,1.39,Routine,Routine,0
2025-08-05,P0103,GH007,F04,Fertilizer,19.03960629,1.95,37.13,Pest response,Routine,0
2025-08-05,P0103,GH007,F04,Water,583.350745,0.0025,1.46,Irrigation adjustment,Routine,0
2025-08-05,P0103,GH007,F04,Labor,2.551902233,28,71.45,Growth phase,Routine,0
2025-08-05,P0103,GH007,F04,Energy,32.27524175,0.19,6.13,Irrigation adjustment,Routine,0
2025-08-06,P0103,GH007,F04,Fertilizer,12.19101336,1.95,23.77,Shock response,Response to alert,1
2025-08-06,P0103,GH007,F04,Labor,1.968795607,28,55.13,Irrigation adjustment,Routine,0
2025-08-21,P0103,GH007,F04,Fertilizer,15.72075583,1.95,30.66,Shock response,Routine,0
2025-08-21,P0103,GH007,F04,Pesticide,2.431883844,14,34.05,Routine,Response to alert,1
2025-08-22,P0103,GH007,F04,Fertilizer,16.68427306,1.95,32.53,Pest response,Response to alert,1
2025-08-22,P0103,GH007,F04,Pesticide,2.909212887,14,40.73,Pest response,Routine,0
2025-08-22,P0103,GH007,F04,Water,717.4193671,0.0025,1.79,Irrigation adjustment,Routine,0
2025-08-22,P0103,GH007,F04,Labor,1.48611735,28,41.61,Growth phase,Routine,0
2025-08-22,P0103,GH007,F04,Energy,38.78865022,0.19,7.37,Pest response,Routine,0
2025-03-04,P0104,GH015,F02,Fertilizer,16.00343045,1.95,31.21,Shock response,Response to alert,1
2025-03-04,P0104,GH015,F02,Water,536.0421185,0.0025,1.34,Irrigation adjustment,Routine,0
2025-03-04,P0104,GH015,F02,Labor,2.140112653,28,59.92,Shock response,Routine,0
2025-03-04,P0104,GH015,F02,Energy,44.64437533,0.19,8.48,Irrigation adjustment,Routine,0
2025-03-17,P0104,GH015,F02,Fertilizer,12.6520736,1.95,24.67,Irrigation adjustment,Response to alert,1
2025-03-17,P0104,GH015,F02,Water,465.3198111,0.0025,1.16,Irrigation adjustment,Routine,0
2025-03-17,P0104,GH015,F02,Labor,1.871078573,28,52.39,Shock response,Routine,0
2025-03-17,P0104,GH015,F02,Energy,35.39080208,0.19,6.72,Routine,Routine,0
2025-05-27,P0104,GH015,F02,Fertilizer,24.89301952,1.95,48.54,Shock response,Routine,0
2025-05-27,P0104,GH015,F02,Pesticide,4.182893845,14,58.56,Growth phase,Response to alert,1
2025-05-27,P0104,GH015,F02,Water,616.8282383,0.0025,1.54,Routine,Routine,0
2025-05-27,P0104,GH015,F02,Labor,2.072440762,28,58.03,Shock response,Routine,0
2025-05-27,P0104,GH015,F02,Energy,25.45390128,0.19,4.84,Pest response,Routine,0
2025-06-03,P0104,GH015,F02,Fertilizer,15.19729031,1.95,29.63,Irrigation adjustment,Response to alert,1
2025-06-03,P0104,GH015,F02,Pesticide,1.927649273,14,26.99,Growth phase,Routine,0
2025-06-03,P0104,GH015,F02,Water,549.4384556,0.0025,1.37,Irrigation adjustment,Routine,0
2025-06-03,P0104,GH015,F02,Labor,1.797350332,28,50.33,Routine,Routine,0
2025-06-03,P0104,GH015,F02,Energy,16.86553777,0.19,3.2,Irrigation adjustment,Routine,0
2025-07-23,P0104,GH015,F02,Fertilizer,14.38238255,1.95,28.05,Growth phase,Response to alert,1
2025-07-23,P0104,GH015,F02,Water,635.9735312,0.0025,1.59,Shock response,Routine,0
2025-07-23,P0104,GH015,F02,Labor,1.725533325,28,48.31,Growth phase,Routine,0
2025-08-15,P0104,GH015,F02,Fertilizer,12.03031671,1.95,23.46,Routine,Routine,0
2025-08-15,P0104,GH015,F02,Pesticide,2.653526859,14,37.15,Routine,Response to alert,1
2025-08-15,P0104,GH015,F02,Water,401.389932,0.0025,1,Shock response,Routine,0
2025-08-15,P0104,GH015,F02,Labor,1.767968614,28,49.5,Irrigation adjustment,Routine,0
2025-08-24,P0104,GH015,F02,Fertilizer,35.22124847,1.95,68.68,Growth phase,Routine,0
2025-08-24,P0104,GH015,F02,Water,677.3156534,0.0025,1.69,Pest response,Routine,0
2025-08-24,P0104,GH015,F02,Labor,1.641639269,28,45.97,Growth phase,Routine,0
2025-09-01,P0104,GH015,F02,Fertilizer,16.3416615,1.95,31.87,Growth phase,Routine,0
2025-09-01,P0104,GH015,F02,Pesticide,1.755482383,14,24.58,Growth phase,Routine,0
2025-09-01,P0104,GH015,F02,Water,811.1813128,0.0025,2.03,Growth phase,Routine,0
2025-09-01,P0104,GH015,F02,Labor,2.891219157,28,80.95,Shock response,Routine,0
2025-09-01,P0104,GH015,F02,Energy,29.73533914,0.19,5.65,Growth phase,Routine,0
2025-03-06,P0105,GH006,F07,Fertilizer,15.94250784,1.95,31.09,Shock response,Routine,0
2025-03-06,P0105,GH006,F07,Pesticide,2.460377847,14,34.45,Shock response,Response to alert,1
2025-03-06,P0105,GH006,F07,Water,770.4605637,0.0025,1.93,Pest response,Routine,0
2025-03-06,P0105,GH006,F07,Labor,1.288579387,28,36.08,Shock response,Routine,0
2025-04-06,P0105,GH006,F07,Fertilizer,23.34349773,1.95,45.52,Irrigation adjustment,Routine,0
2025-04-06,P0105,GH006,F07,Pesticide,1.827416293,14,25.58,Growth phase,Response to alert,1
2025-04-06,P0105,GH006,F07,Water,578.2992974,0.0025,1.45,Shock response,Routine,0
2025-04-06,P0105,GH006,F07,Labor,1.082364921,28,30.31,Routine,Routine,0
2025-05-09,P0105,GH006,F07,Fertilizer,25.29999044,1.95,49.33,Routine,Routine,0
2025-05-09,P0105,GH006,F07,Water,694.3506507,0.0025,1.74,Routine,Routine,0
2025-05-09,P0105,GH006,F07,Labor,1.87982602,28,52.64,Growth phase,Routine,0
2025-05-12,P0105,GH006,F07,Fertilizer,24.64485469,1.95,48.06,Pest response,Response to alert,1
2025-05-12,P0105,GH006,F07,Pesticide,1.470573451,14,20.59,Growth phase,Response to alert,1
2025-05-12,P0105,GH006,F07,Water,939.9364084,0.0025,2.35,Routine,Routine,0
2025-05-12,P0105,GH006,F07,Energy,31.77827444,0.19,6.04,Irrigation adjustment,Routine,0
2025-06-16,P0105,GH006,F07,Fertilizer,16.46493637,1.95,32.11,Shock response,Routine,0
2025-06-16,P0105,GH006,F07,Water,510.3636366,0.0025,1.28,Growth phase,Routine,0
2025-06-16,P0105,GH006,F07,Energy,41.04711998,0.19,7.8,Growth phase,Routine,0
2025-08-01,P0105,GH006,F07,Fertilizer,16.58138819,1.95,32.33,Pest response,Routine,0
2025-08-01,P0105,GH006,F07,Pesticide,2.750868462,14,38.51,Shock response,Response to alert,1
2025-08-01,P0105,GH006,F07,Water,526.6229691,0.0025,1.32,Growth phase,Routine,0
2025-08-01,P0105,GH006,F07,Labor,1.963375734,28,54.97,Shock response,Routine,0
2025-08-03,P0105,GH006,F07,Pesticide,1.964398402,14,27.5,Shock response,Routine,0
2025-08-03,P0105,GH006,F07,Water,701.2387147,0.0025,1.75,Irrigation adjustment,Routine,0
2025-08-03,P0105,GH006,F07,Labor,2.459001016,28,68.85,Shock response,Routine,0
2025-08-11,P0105,GH006,F07,Fertilizer,25.15212715,1.95,49.05,Routine,Response to alert,1
2025-08-11,P0105,GH006,F07,Pesticide,1.297138886,14,18.16,Irrigation adjustment,Response to alert,1
2025-08-11,P0105,GH006,F07,Water,810.6346121,0.0025,2.03,Routine,Routine,0
2025-08-11,P0105,GH006,F07,Labor,1.255294201,28,35.15,Irrigation adjustment,Routine,0
2025-08-11,P0105,GH006,F07,Energy,23.46026251,0.19,4.46,Routine,Routine,0
2025-08-23,P0105,GH006,F07,Fertilizer,15.28032565,1.95,29.8,Irrigation adjustment,Routine,0
2025-08-23,P0105,GH006,F07,Water,342.4076857,0.0025,0.86,Routine,Routine,0
2025-08-23,P0105,GH006,F07,Labor,1.870716891,28,52.38,Irrigation adjustment,Routine,0
2025-08-23,P0105,GH006,F07,Energy,26.2967626,0.19,5,Routine,Routine,0
2025-04-27,P0106,GH016,F05,Fertilizer,13.86468102,1.95,27.04,Growth phase,Routine,0
2025-04-27,P0106,GH016,F05,Pesticide,1.089732013,14,15.26,Irrigation adjustment,Routine,0
2025-04-27,P0106,GH016,F05,Water,462.1489954,0.0025,1.16,Routine,Routine,0
2025-04-27,P0106,GH016,F05,Energy,46.49483431,0.19,8.83,Shock response,Routine,0
2025-05-08,P0106,GH016,F05,Fertilizer,29.2853894,1.95,57.11,Growth phase,Response to alert,1
2025-05-08,P0106,GH016,F05,Pesticide,1.870210059,14,26.18,Pest response,Routine,0
2025-05-08,P0106,GH016,F05,Water,725.8622872,0.0025,1.81,Pest response,Routine,0
2025-05-08,P0106,GH016,F05,Labor,1.681779238,28,47.09,Growth phase,Routine,0
2025-05-08,P0106,GH016,F05,Energy,19.35232296,0.19,3.68,Routine,Routine,0
2025-05-10,P0106,GH016,F05,Water,657.2035154,0.0025,1.64,Shock response,Routine,0
2025-05-10,P0106,GH016,F05,Labor,2.463852738,28,68.99,Routine,Routine,0
2025-05-17,P0106,GH016,F05,Pesticide,3.042567913,14,42.6,Routine,Routine,0
2025-05-17,P0106,GH016,F05,Water,800.0823855,0.0025,2,Shock response,Routine,0
2025-05-17,P0106,GH016,F05,Labor,1.13595592,28,31.81,Pest response,Routine,0
2025-05-17,P0106,GH016,F05,Energy,33.36423321,0.19,6.34,Growth phase,Routine,0
2025-05-21,P0106,GH016,F05,Fertilizer,16.86384866,1.95,32.88,Irrigation adjustment,Response to alert,1
2025-05-21,P0106,GH016,F05,Water,775.4887127,0.0025,1.94,Shock response,Routine,0
2025-06-07,P0106,GH016,F05,Fertilizer,22.52846172,1.95,43.93,Shock response,Response to alert,1
2025-06-07,P0106,GH016,F05,Water,785.8860634,0.0025,1.96,Growth phase,Routine,0
2025-06-07,P0106,GH016,F05,Labor,2.349890003,28,65.8,Irrigation adjustment,Routine,0
2025-06-07,P0106,GH016,F05,Energy,36.02177673,0.19,6.84,Routine,Routine,0
2025-06-08,P0106,GH016,F05,Fertilizer,19.021555,1.95,37.09,Routine,Routine,0
2025-06-08,P0106,GH016,F05,Water,639.3075214,0.0025,1.6,Shock response,Routine,0
2025-06-08,P0106,GH016,F05,Labor,3.450424795,28,96.61,Pest response,Routine,0
2025-06-08,P0106,GH016,F05,Energy,19.99427971,0.19,3.8,Shock response,Routine,0
2025-06-11,P0106,GH016,F05,Fertilizer,27.11520237,1.95,52.87,Pest response,Routine,0
2025-06-11,P0106,GH016,F05,Pesticide,1.34128455,14,18.78,Shock response,Response to alert,1
2025-07-11,P0106,GH016,F05,Fertilizer,19.74309577,1.95,38.5,Routine,Response to alert,1
2025-07-11,P0106,GH016,F05,Pesticide,3.457585112,14,48.41,Irrigation adjustment,Routine,0
2025-07-11,P0106,GH016,F05,Water,669.0593738,0.0025,1.67,Pest response,Routine,0
2025-07-11,P0106,GH016,F05,Labor,1.161964262,28,32.53,Pest response,Routine,0
2025-07-11,P0106,GH016,F05,Energy,25.40233826,0.19,4.83,Pest response,Routine,0
2025-07-13,P0106,GH016,F05,Fertilizer,17.99515131,1.95,35.09,Irrigation adjustment,Response to alert,1
2025-07-13,P0106,GH016,F05,Water,594.0353067,0.0025,1.49,Routine,Routine,0
2025-07-13,P0106,GH016,F05,Energy,34.20065646,0.19,6.5,Shock response,Routine,0
2025-07-23,P0106,GH016,F05,Fertilizer,14.82331638,1.95,28.91,Shock response,Response to alert,1
2025-07-23,P0106,GH016,F05,Water,689.7984485,0.0025,1.72,Pest response,Routine,0
2025-08-08,P0106,GH016,F05,Fertilizer,32.92218466,1.95,64.2,Irrigation adjustment,Response to alert,1
2025-08-08,P0106,GH016,F05,Pesticide,2.856542166,14,39.99,Shock response,Response to alert,1
2025-08-08,P0106,GH016,F05,Water,697.4741758,0.0025,1.74,Pest response,Routine,0
2025-08-08,P0106,GH016,F05,Labor,2.043911484,28,57.23,Routine,Routine,0
2025-08-08,P0106,GH016,F05,Energy,36.23659979,0.19,6.88,Routine,Routine,0
2025-08-20,P0106,GH016,F05,Fertilizer,24.18424203,1.95,47.16,Irrigation adjustment,Routine,0
2025-08-20,P0106,GH016,F05,Pesticide,1.593420827,14,22.31,Routine,Response to alert,1
2025-08-20,P0106,GH016,F05,Water,596.2556779,0.0025,1.49,Routine,Routine,0
2025-03-03,P0107,GH012,F04,Fertilizer,26.69416688,1.95,52.05,Routine,Routine,0
2025-03-03,P0107,GH012,F04,Pesticide,0.1,14,1.4,Growth phase,Routine,0
2025-03-03,P0107,GH012,F04,Water,850.5057658,0.0025,2.13,Irrigation adjustment,Routine,0
2025-03-03,P0107,GH012,F04,Labor,1.867164275,28,52.28,Irrigation adjustment,Routine,0
2025-03-03,P0107,GH012,F04,Energy,36.60447599,0.19,6.95,Shock response,Routine,0
2025-03-14,P0107,GH012,F04,Water,716.3543888,0.0025,1.79,Pest response,Routine,0
2025-04-21,P0107,GH012,F04,Fertilizer,11.30272376,1.95,22.04,Routine,Routine,0
2025-04-21,P0107,GH012,F04,Water,702.3039486,0.0025,1.76,Shock response,Routine,0
2025-04-21,P0107,GH012,F04,Labor,1.633024253,28,45.72,Shock response,Routine,0
2025-04-21,P0107,GH012,F04,Energy,23.24349692,0.19,4.42,Growth phase,Routine,0
2025-05-31,P0107,GH012,F04,Fertilizer,22.56826578,1.95,44.01,Routine,Routine,0
2025-05-31,P0107,GH012,F04,Water,540.5626349,0.0025,1.35,Routine,Routine,0
2025-05-31,P0107,GH012,F04,Labor,1.857878644,28,52.02,Irrigation adjustment,Routine,0
2025-05-31,P0107,GH012,F04,Energy,39.45550114,0.19,7.5,Growth phase,Routine,0
2025-06-21,P0107,GH012,F04,Fertilizer,15.50143797,1.95,30.23,Shock response,Response to alert,1
2025-06-21,P0107,GH012,F04,Pesticide,1.600797116,14,22.41,Irrigation adjustment,Response to alert,1
